sasdate;date_key;word_date;date;year;quarter;month;day_of_month;week;day_of_week;weekday;month_and_year;holiday;timezone_id;timezone;timezone_offset
22116;72020;20-07-2020;07/20/2020;2020;3;7;20;29;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22117;72120;21-07-2020;07/21/2020;2020;3;7;21;29;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22118;72220;22-07-2020;07/22/2020;2020;3;7;22;29;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22119;72320;23-07-2020;07/23/2020;2020;3;7;23;29;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22120;72420;24-07-2020;07/24/2020;2020;3;7;24;29;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22121;72520;25-07-2020;07/25/2020;2020;3;7;25;29;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22122;72620;26-07-2020;07/26/2020;2020;3;7;26;30;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22123;72720;27-07-2020;07/27/2020;2020;3;7;27;30;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22124;72820;28-07-2020;07/28/2020;2020;3;7;28;30;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22125;72920;29-07-2020;07/29/2020;2020;3;7;29;30;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22126;73020;30-07-2020;07/30/2020;2020;3;7;30;30;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22127;73120;31-07-2020;07/31/2020;2020;3;7;31;30;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22128;80120;01-08-2020;08-01-2020;2020;3;8;1;30;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22129;80220;02-08-2020;08-02-2020;2020;3;8;2;31;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22130;80320;03-08-2020;08-03-2020;2020;3;8;3;31;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22131;80420;04-08-2020;08-04-2020;2020;3;8;4;31;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22132;80520;05-08-2020;08-05-2020;2020;3;8;5;31;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22133;80620;06-08-2020;08-06-2020;2020;3;8;6;31;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22134;80720;07-08-2020;08-07-2020;2020;3;8;7;31;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22135;80820;08-08-2020;08-08-2020;2020;3;8;8;31;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22136;80920;09-08-2020;08-09-2020;2020;3;8;9;32;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22137;81020;10-08-2020;08-10-2020;2020;3;8;10;32;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22138;81120;11-08-2020;08-11-2020;2020;3;8;11;32;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22139;81220;12-08-2020;08-12-2020;2020;3;8;12;32;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22140;81320;13-08-2020;08/13/2020;2020;3;8;13;32;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22141;81420;14-08-2020;08/14/2020;2020;3;8;14;32;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22142;81520;15-08-2020;08/15/2020;2020;3;8;15;32;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22143;81620;16-08-2020;08/16/2020;2020;3;8;16;33;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22144;81720;17-08-2020;08/17/2020;2020;3;8;17;33;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22145;81820;18-08-2020;08/18/2020;2020;3;8;18;33;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22146;81920;19-08-2020;08/19/2020;2020;3;8;19;33;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22147;82020;20-08-2020;08/20/2020;2020;3;8;20;33;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22148;82120;21-08-2020;08/21/2020;2020;3;8;21;33;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22149;82220;22-08-2020;08/22/2020;2020;3;8;22;33;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22150;82320;23-08-2020;08/23/2020;2020;3;8;23;34;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22151;82420;24-08-2020;08/24/2020;2020;3;8;24;34;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22152;82520;25-08-2020;08/25/2020;2020;3;8;25;34;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22153;82620;26-08-2020;08/26/2020;2020;3;8;26;34;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22154;82720;27-08-2020;08/27/2020;2020;3;8;27;34;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22155;82820;28-08-2020;08/28/2020;2020;3;8;28;34;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22156;82920;29-08-2020;08/29/2020;2020;3;8;29;34;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22157;83020;30-08-2020;08/30/2020;2020;3;8;30;35;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22158;83120;31-08-2020;08/31/2020;2020;3;8;31;35;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22159;90120;01-09-2020;09-01-2020;2020;3;9;1;35;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22160;90220;02-09-2020;09-02-2020;2020;3;9;2;35;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22161;90320;03-09-2020;09-03-2020;2020;3;9;3;35;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22162;90420;04-09-2020;09-04-2020;2020;3;9;4;35;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22163;90520;05-09-2020;09-05-2020;2020;3;9;5;35;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22164;90620;06-09-2020;09-06-2020;2020;3;9;6;36;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22165;90720;07-09-2020;09-07-2020;2020;3;9;7;36;Mon;2;01-01-1960;LABOR;ETC/GMT+7;GMT-07:00;-25200
22166;90820;08-09-2020;09-08-2020;2020;3;9;8;36;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22167;90920;09-09-2020;09-09-2020;2020;3;9;9;36;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22168;91020;10-09-2020;09-10-2020;2020;3;9;10;36;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22169;91120;11-09-2020;09-11-2020;2020;3;9;11;36;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22170;91220;12-09-2020;09-12-2020;2020;3;9;12;36;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22171;91320;13-09-2020;09/13/2020;2020;3;9;13;37;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22172;91420;14-09-2020;09/14/2020;2020;3;9;14;37;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22173;91520;15-09-2020;09/15/2020;2020;3;9;15;37;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22174;91620;16-09-2020;09/16/2020;2020;3;9;16;37;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22175;91720;17-09-2020;09/17/2020;2020;3;9;17;37;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22176;91820;18-09-2020;09/18/2020;2020;3;9;18;37;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22177;91920;19-09-2020;09/19/2020;2020;3;9;19;37;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22178;92020;20-09-2020;09/20/2020;2020;3;9;20;38;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22179;92120;21-09-2020;09/21/2020;2020;3;9;21;38;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22180;92220;22-09-2020;09/22/2020;2020;3;9;22;38;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22181;92320;23-09-2020;09/23/2020;2020;3;9;23;38;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22182;92420;24-09-2020;09/24/2020;2020;3;9;24;38;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22183;92520;25-09-2020;09/25/2020;2020;3;9;25;38;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22184;92620;26-09-2020;09/26/2020;2020;3;9;26;38;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22185;92720;27-09-2020;09/27/2020;2020;3;9;27;39;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22186;92820;28-09-2020;09/28/2020;2020;3;9;28;39;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22187;92920;29-09-2020;09/29/2020;2020;3;9;29;39;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22188;93020;30-09-2020;09/30/2020;2020;3;9;30;39;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22189;100120;01-10-2020;10-01-2020;2020;4;10;1;39;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22190;100220;02-10-2020;10-02-2020;2020;4;10;2;39;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22191;100320;03-10-2020;10-03-2020;2020;4;10;3;39;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22192;100420;04-10-2020;10-04-2020;2020;4;10;4;40;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22193;100520;05-10-2020;10-05-2020;2020;4;10;5;40;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22194;100620;06-10-2020;10-06-2020;2020;4;10;6;40;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22195;100720;07-10-2020;10-07-2020;2020;4;10;7;40;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22196;100820;08-10-2020;10-08-2020;2020;4;10;8;40;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22197;100920;09-10-2020;10-09-2020;2020;4;10;9;40;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22198;101020;10-10-2020;10-10-2020;2020;4;10;10;40;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22199;101120;11-10-2020;10-11-2020;2020;4;10;11;41;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22200;101220;12-10-2020;10-12-2020;2020;4;10;12;41;Mon;2;01-01-1960;THANKSGIVINGCANADA;ETC/GMT+7;GMT-07:00;-25200
22201;101320;13-10-2020;10/13/2020;2020;4;10;13;41;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22202;101420;14-10-2020;10/14/2020;2020;4;10;14;41;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22203;101520;15-10-2020;10/15/2020;2020;4;10;15;41;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22204;101620;16-10-2020;10/16/2020;2020;4;10;16;41;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22205;101720;17-10-2020;10/17/2020;2020;4;10;17;41;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22206;101820;18-10-2020;10/18/2020;2020;4;10;18;42;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22207;101920;19-10-2020;10/19/2020;2020;4;10;19;42;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22208;102020;20-10-2020;10/20/2020;2020;4;10;20;42;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22209;102120;21-10-2020;10/21/2020;2020;4;10;21;42;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22210;102220;22-10-2020;10/22/2020;2020;4;10;22;42;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22211;102320;23-10-2020;10/23/2020;2020;4;10;23;42;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22212;102420;24-10-2020;10/24/2020;2020;4;10;24;42;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22213;102520;25-10-2020;10/25/2020;2020;4;10;25;43;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22214;102620;26-10-2020;10/26/2020;2020;4;10;26;43;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22215;102720;27-10-2020;10/27/2020;2020;4;10;27;43;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22216;102820;28-10-2020;10/28/2020;2020;4;10;28;43;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22217;102920;29-10-2020;10/29/2020;2020;4;10;29;43;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22218;103020;30-10-2020;10/30/2020;2020;4;10;30;43;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22219;103120;31-10-2020;10/31/2020;2020;4;10;31;43;Sat;7;01-01-1960;HALLOWEEN;ETC/GMT+7;GMT-07:00;-25200
22220;110120;01-11-2020;11-01-2020;2020;4;11;1;44;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22221;110220;02-11-2020;11-02-2020;2020;4;11;2;44;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22222;110320;03-11-2020;11-03-2020;2020;4;11;3;44;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22223;110420;04-11-2020;11-04-2020;2020;4;11;4;44;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22224;110520;05-11-2020;11-05-2020;2020;4;11;5;44;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22225;110620;06-11-2020;11-06-2020;2020;4;11;6;44;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22226;110720;07-11-2020;11-07-2020;2020;4;11;7;44;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22227;110820;08-11-2020;11-08-2020;2020;4;11;8;45;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22228;110920;09-11-2020;11-09-2020;2020;4;11;9;45;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22229;111020;10-11-2020;11-10-2020;2020;4;11;10;45;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22230;111120;11-11-2020;11-11-2020;2020;4;11;11;45;Wed;4;01-01-1960;VETERANS;ETC/GMT+7;GMT-07:00;-25200
22231;111220;12-11-2020;11-12-2020;2020;4;11;12;45;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22232;111320;13-11-2020;11/13/2020;2020;4;11;13;45;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22233;111420;14-11-2020;11/14/2020;2020;4;11;14;45;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22234;111520;15-11-2020;11/15/2020;2020;4;11;15;46;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22235;111620;16-11-2020;11/16/2020;2020;4;11;16;46;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22236;111720;17-11-2020;11/17/2020;2020;4;11;17;46;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22237;111820;18-11-2020;11/18/2020;2020;4;11;18;46;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22238;111920;19-11-2020;11/19/2020;2020;4;11;19;46;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22239;112020;20-11-2020;11/20/2020;2020;4;11;20;46;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22240;112120;21-11-2020;11/21/2020;2020;4;11;21;46;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22241;112220;22-11-2020;11/22/2020;2020;4;11;22;47;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22242;112320;23-11-2020;11/23/2020;2020;4;11;23;47;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22243;112420;24-11-2020;11/24/2020;2020;4;11;24;47;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22244;112520;25-11-2020;11/25/2020;2020;4;11;25;47;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22245;112620;26-11-2020;11/26/2020;2020;4;11;26;47;Thu;5;01-01-1960;THANKSGIVING;ETC/GMT+7;GMT-07:00;-25200
22246;112720;27-11-2020;11/27/2020;2020;4;11;27;47;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22247;112820;28-11-2020;11/28/2020;2020;4;11;28;47;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22248;112920;29-11-2020;11/29/2020;2020;4;11;29;48;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22249;113020;30-11-2020;11/30/2020;2020;4;11;30;48;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22250;120120;01-12-2020;12-01-2020;2020;4;12;1;48;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22251;120220;02-12-2020;12-02-2020;2020;4;12;2;48;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22252;120320;03-12-2020;12-03-2020;2020;4;12;3;48;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22253;120420;04-12-2020;12-04-2020;2020;4;12;4;48;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22254;120520;05-12-2020;12-05-2020;2020;4;12;5;48;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22255;120620;06-12-2020;12-06-2020;2020;4;12;6;49;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22256;120720;07-12-2020;12-07-2020;2020;4;12;7;49;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22257;120820;08-12-2020;12-08-2020;2020;4;12;8;49;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22258;120920;09-12-2020;12-09-2020;2020;4;12;9;49;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22259;121020;10-12-2020;12-10-2020;2020;4;12;10;49;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22260;121120;11-12-2020;12-11-2020;2020;4;12;11;49;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22261;121220;12-12-2020;12-12-2020;2020;4;12;12;49;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22262;121320;13-12-2020;12/13/2020;2020;4;12;13;50;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22263;121420;14-12-2020;12/14/2020;2020;4;12;14;50;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22264;121520;15-12-2020;12/15/2020;2020;4;12;15;50;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22265;121620;16-12-2020;12/16/2020;2020;4;12;16;50;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22266;121720;17-12-2020;12/17/2020;2020;4;12;17;50;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22267;121820;18-12-2020;12/18/2020;2020;4;12;18;50;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22268;121920;19-12-2020;12/19/2020;2020;4;12;19;50;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22269;122020;20-12-2020;12/20/2020;2020;4;12;20;51;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22270;122120;21-12-2020;12/21/2020;2020;4;12;21;51;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22271;122220;22-12-2020;12/22/2020;2020;4;12;22;51;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22272;122320;23-12-2020;12/23/2020;2020;4;12;23;51;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22273;122420;24-12-2020;12/24/2020;2020;4;12;24;51;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22274;122520;25-12-2020;12/25/2020;2020;4;12;25;51;Fri;6;01-01-1960;CHRISTMAS;ETC/GMT+7;GMT-07:00;-25200
22275;122620;26-12-2020;12/26/2020;2020;4;12;26;51;Sat;7;01-01-1960;BOXING;ETC/GMT+7;GMT-07:00;-25200
22276;122720;27-12-2020;12/27/2020;2020;4;12;27;52;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22277;122820;28-12-2020;12/28/2020;2020;4;12;28;52;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22278;122920;29-12-2020;12/29/2020;2020;4;12;29;52;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22279;123020;30-12-2020;12/30/2020;2020;4;12;30;52;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22280;123120;31-12-2020;12/31/2020;2020;4;12;31;52;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22281;10121;01-01-2021;01-01-2021;2021;1;1;1;0;Fri;6;01-01-1960;NEWYEAR;ETC/GMT+7;GMT-07:00;-25200
22282;10221;02-01-2021;01-02-2021;2021;1;1;2;0;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22283;10321;03-01-2021;01-03-2021;2021;1;1;3;1;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22284;10421;04-01-2021;01-04-2021;2021;1;1;4;1;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22285;10521;05-01-2021;01-05-2021;2021;1;1;5;1;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22286;10621;06-01-2021;01-06-2021;2021;1;1;6;1;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22287;10721;07-01-2021;01-07-2021;2021;1;1;7;1;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22288;10821;08-01-2021;01-08-2021;2021;1;1;8;1;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22289;10921;09-01-2021;01-09-2021;2021;1;1;9;1;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22290;11021;10-01-2021;01-10-2021;2021;1;1;10;2;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22291;11121;11-01-2021;01-11-2021;2021;1;1;11;2;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22292;11221;12-01-2021;01-12-2021;2021;1;1;12;2;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22293;11321;13-01-2021;01/13/2021;2021;1;1;13;2;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22294;11421;14-01-2021;01/14/2021;2021;1;1;14;2;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22295;11521;15-01-2021;01/15/2021;2021;1;1;15;2;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22296;11621;16-01-2021;01/16/2021;2021;1;1;16;2;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22297;11721;17-01-2021;01/17/2021;2021;1;1;17;3;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22298;11821;18-01-2021;01/18/2021;2021;1;1;18;3;Mon;2;01-01-1960;MLK;ETC/GMT+7;GMT-07:00;-25200
22299;11921;19-01-2021;01/19/2021;2021;1;1;19;3;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22300;12021;20-01-2021;01/20/2021;2021;1;1;20;3;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22301;12121;21-01-2021;01/21/2021;2021;1;1;21;3;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22302;12221;22-01-2021;01/22/2021;2021;1;1;22;3;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22303;12321;23-01-2021;01/23/2021;2021;1;1;23;3;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22304;12421;24-01-2021;01/24/2021;2021;1;1;24;4;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22305;12521;25-01-2021;01/25/2021;2021;1;1;25;4;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22306;12621;26-01-2021;01/26/2021;2021;1;1;26;4;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22307;12721;27-01-2021;01/27/2021;2021;1;1;27;4;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22308;12821;28-01-2021;01/28/2021;2021;1;1;28;4;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22309;12921;29-01-2021;01/29/2021;2021;1;1;29;4;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22310;13021;30-01-2021;01/30/2021;2021;1;1;30;4;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22311;13121;31-01-2021;01/31/2021;2021;1;1;31;5;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22312;20121;01-02-2021;02-01-2021;2021;1;2;1;5;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22313;20221;02-02-2021;02-02-2021;2021;1;2;2;5;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22314;20321;03-02-2021;02-03-2021;2021;1;2;3;5;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22315;20421;04-02-2021;02-04-2021;2021;1;2;4;5;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22316;20521;05-02-2021;02-05-2021;2021;1;2;5;5;Fri;6;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22317;20621;06-02-2021;02-06-2021;2021;1;2;6;5;Sat;7;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22318;20721;07-02-2021;02-07-2021;2021;1;2;7;6;Sun;1;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22319;20821;08-02-2021;02-08-2021;2021;1;2;8;6;Mon;2;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22320;20921;09-02-2021;02-09-2021;2021;1;2;9;6;Tue;3;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22321;21021;10-02-2021;02-10-2021;2021;1;2;10;6;Wed;4;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
22322;21121;11-02-2021;02-11-2021;2021;1;2;11;6;Thu;5;01-01-1960;;ETC/GMT+7;GMT-07:00;-25200
